AirPressure,102604.5
Humidity,55.4
AirTemperature,26.6
AirPressure,102603.4
Humidity,54.1
AirTemperature,26.5
AirPressure,102594.9
Humidity,52.6
AirTemperature,26.3
AirPressure,102608.6
Humidity,53.3
AirTemperature,26.2
AirPressure,102598.2
Humidity,54.0
AirTemperature,26.2
AirPressure,102601.9
Humidity,53.9
AirTemperature,26.1
AirPressure,102602.3
Humidity,53.5
AirTemperature,26.1
AirPressure,102600.6
Humidity,53.9
AirTemperature,26.1
AirPressure,102600.5
Humidity,57.7
AirTemperature,27.0
AirPressure,102511.4
Humidity,55.1
AirTemperature,26.9
AirPressure,102496.4
Humidity,56.4
AirTemperature,26.3
AirPressure,102500.1
Humidity,57.5
AirTemperature,26.1
AirPressure,102504.0
Humidity,58.4
AirTemperature,25.7
AirPressure,102499.6
Humidity,58.7
AirTemperature,25.5
AirPressure,102510.2
Humidity,59.3
AirTemperature,25.5
AirPressure,102501.8
Humidity,60.5
AirTemperature,25.3
AirPressure,102505.9
Humidity,60.4
AirTemperature,25.1
AirPressure,102503.7
Humidity,61.4
AirTemperature,24.8
AirPressure,102512.5
Humidity,61.9
AirTemperature,24.8
AirPressure,102513.0
Humidity,61.8
AirTemperature,24.8
AirPressure,102502.4
Humidity,61.5
AirTemperature,24.9
AirPressure,102505.0
Humidity,61.6
AirTemperature,24.8
AirPressure,102512.5
Humidity,62.1
AirTemperature,24.8
AirPressure,102508.1
Humidity,62.1
AirTemperature,24.7
AirPressure,102501.0
Humidity,62.3
AirTemperature,24.4
AirPressure,102513.6
Humidity,63.2
AirTemperature,24.2
AirPressure,102511.9
Humidity,64.1
AirTemperature,24.0
AirPressure,102507.0
Humidity,64.4
AirTemperature,24.0
AirPressure,102501.6
Humidity,64.2
AirTemperature,23.9
AirPressure,102504.4
Humidity,64.4
AirTemperature,23.8
AirPressure,102502.3
Humidity,64.7
AirTemperature,23.7
AirPressure,102491.7
Humidity,65.3
AirTemperature,23.6
AirPressure,102502.3
Humidity,66.2
AirTemperature,23.5
AirPressure,102505.8
Humidity,66.4
AirTemperature,23.5
AirPressure,102497.7
Humidity,66.3
AirTemperature,23.6
AirPressure,102500.4
Humidity,66.0
AirTemperature,23.7
AirPressure,102499.8
Humidity,66.0
AirTemperature,23.7
AirPressure,102500.6
Humidity,66.2
AirTemperature,23.7
AirPressure,102503.0
Humidity,65.8
AirTemperature,23.7
AirPressure,102499.6
Humidity,65.6
AirTemperature,23.8
AirPressure,102503.8
Humidity,65.3
AirTemperature,23.9
AirPressure,102506.3
Humidity,64.8
AirTemperature,23.9
AirPressure,102504.2
Humidity,64.8
AirTemperature,23.9
AirPressure,102505.0
Humidity,64.3
AirTemperature,24.0
AirPressure,102506.3
Humidity,64.1
AirTemperature,24.0
AirPressure,102510.6
Humidity,64.3
AirTemperature,24.0
AirPressure,102500.8
Humidity,64.3
AirTemperature,24.0
AirPressure,102498.5
Humidity,64.5
AirTemperature,24.0
AirPressure,102497.6
Humidity,64.4
AirTemperature,24.0
AirPressure,102491.6
Humidity,64.7
AirTemperature,23.9
AirPressure,102502.6
Humidity,64.7
AirTemperature,23.6
AirPressure,102498.7
Humidity,65.1
AirTemperature,23.8
AirPressure,102501.1
Humidity,65.3
AirTemperature,23.8
AirPressure,102496.5
Humidity,65.3
AirTemperature,23.8
AirPressure,102498.1
Humidity,65.2
AirTemperature,23.9
AirPressure,102499.4
Humidity,65.2
AirTemperature,23.9
AirPressure,102486.1
Humidity,65.2
AirTemperature,23.9
AirPressure,102495.7
Humidity,65.5
AirTemperature,23.9
AirPressure,102492.9
Humidity,65.1
AirTemperature,23.9
AirPressure,102504.2
Humidity,65.2
AirTemperature,23.9
AirPressure,102493.5
Humidity,64.8
AirTemperature,23.9
AirPressure,102495.4
Humidity,64.9
AirTemperature,24.0
AirPressure,102485.5
Humidity,66.2
AirTemperature,24.0
AirPressure,102494.8
Humidity,65.4
AirTemperature,24.0
AirPressure,102502.8
Humidity,65.4
AirTemperature,24.0
AirPressure,102492.6
Humidity,65.7
AirTemperature,23.9
AirPressure,102489.6
Humidity,66.7
AirTemperature,24.0
AirPressure,102480.9
Humidity,65.8
AirTemperature,24.0
AirPressure,102488.0
Humidity,65.3
AirTemperature,23.9
AirPressure,102494.7
Humidity,66.1
AirTemperature,23.9
AirPressure,102483.3
Humidity,65.8
AirTemperature,23.8
AirPressure,102480.3
Humidity,65.8
AirTemperature,23.8
AirPressure,102490.1
Humidity,65.9
AirTemperature,23.7
AirPressure,102481.1
Humidity,66.5
AirTemperature,23.7
AirPressure,102475.0
Humidity,66.2
AirTemperature,23.7
AirPressure,102473.3
Humidity,66.4
AirTemperature,23.7
AirPressure,102476.8
Humidity,66.0
AirTemperature,23.7
AirPressure,102474.1
Humidity,66.2
AirTemperature,23.7
AirPressure,102467.8
Humidity,66.4
AirTemperature,23.7
AirPressure,102476.5
Humidity,66.0
AirTemperature,23.7
AirPressure,102463.6
Humidity,66.2
AirTemperature,23.7
AirPressure,102471.7
Humidity,66.3
AirTemperature,23.6
AirPressure,102473.1
Humidity,65.9
AirTemperature,23.6
AirPressure,102456.3
Humidity,66.0
AirTemperature,23.6
AirPressure,102470.0
Humidity,66.1
AirTemperature,23.6
AirPressure,102469.8
Humidity,66.0
AirTemperature,23.6
AirPressure,102473.4
Humidity,66.1
AirTemperature,23.6
AirPressure,102461.9
Humidity,66.2
AirTemperature,23.5
AirPressure,102470.1
Humidity,66.1
AirTemperature,23.5
AirPressure,102469.3
Humidity,66.4
AirTemperature,23.5
AirPressure,102461.4
Humidity,66.4
AirTemperature,23.5
AirPressure,102456.0
Humidity,66.4
AirTemperature,23.5
AirPressure,102453.5
Humidity,66.4
AirTemperature,23.5
AirPressure,102458.8
Humidity,66.1
AirTemperature,23.5
AirPressure,102454.5
Humidity,66.5
AirTemperature,23.5
AirPressure,102452.7
Humidity,66.4
AirTemperature,23.5
AirPressure,102457.1
Humidity,66.3
AirTemperature,23.5
AirPressure,102457.1
Humidity,66.1
AirTemperature,23.5
AirPressure,102457.2
Humidity,66.5
AirTemperature,23.5
AirPressure,102460.0
Humidity,66.6
AirTemperature,23.5
AirPressure,102450.5
Humidity,66.5
AirTemperature,23.5
AirPressure,102449.6
Humidity,66.2
AirTemperature,23.4
AirPressure,102448.8
Humidity,65.6
AirTemperature,23.4
AirPressure,102448.4
Humidity,65.6
AirTemperature,23.4
AirPressure,102445.8
Humidity,65.2
AirTemperature,23.4
AirPressure,102446.8
Humidity,65.5
AirTemperature,23.4
AirPressure,102456.6
Humidity,65.9
AirTemperature,23.4
AirPressure,102453.9
Humidity,65.7
AirTemperature,23.4
AirPressure,102461.7
Humidity,65.4
AirTemperature,23.4
AirPressure,102453.7
Humidity,65.5
AirTemperature,23.4
AirPressure,102455.6
Humidity,65.7
AirTemperature,23.3
AirPressure,102459.3
Humidity,65.9
AirTemperature,23.3
AirPressure,102462.0
Humidity,66.2
AirTemperature,23.3
AirPressure,102462.9
Humidity,66.3
AirTemperature,23.3
AirPressure,102463.7
Humidity,66.3
AirTemperature,23.3
AirPressure,102456.7
Humidity,66.6
AirTemperature,23.3
AirPressure,102459.4
Humidity,66.5
AirTemperature,23.3
AirPressure,102451.6
Humidity,67.0
AirTemperature,23.3
AirPressure,102459.5
Humidity,67.1
AirTemperature,23.3
AirPressure,102455.2
Humidity,67.1
AirTemperature,23.3
AirPressure,102457.0
Humidity,67.1
AirTemperature,23.3
AirPressure,102452.8
Humidity,67.0
AirTemperature,23.3
AirPressure,102449.3
Humidity,67.0
AirTemperature,23.3
AirPressure,102452.7
Humidity,67.5
AirTemperature,23.3
AirPressure,102454.5
Humidity,67.3
AirTemperature,23.2
AirPressure,102454.7
Humidity,67.1
AirTemperature,23.2
AirPressure,102460.9
Humidity,67.2
AirTemperature,23.2
AirPressure,102459.1
Humidity,67.4
AirTemperature,23.3
AirPressure,102449.3
Humidity,67.5
AirTemperature,23.3
AirPressure,102436.0
Humidity,67.1
AirTemperature,23.2
AirPressure,102430.1
Humidity,67.5
AirTemperature,23.2
AirPressure,102439.8
Humidity,67.1
AirTemperature,23.2
AirPressure,102439.2
Humidity,67.3
AirTemperature,23.2
AirPressure,102434.9
Humidity,67.2
AirTemperature,23.2
AirPressure,102435.8
Humidity,67.2
AirTemperature,23.2
AirPressure,102442.8
Humidity,67.2
AirTemperature,23.2
AirPressure,102431.6
Humidity,67.2
AirTemperature,23.1
AirPressure,102428.1
Humidity,67.5
AirTemperature,23.2
AirPressure,102430.6
Humidity,67.3
AirTemperature,23.1
AirPressure,102429.9
Humidity,67.3
AirTemperature,23.1
AirPressure,102431.7
Humidity,67.5
AirTemperature,23.1
AirPressure,102440.6
Humidity,68.1
AirTemperature,23.1
AirPressure,102438.9
Humidity,68.1
AirTemperature,23.1
AirPressure,102442.3
Humidity,68.4
AirTemperature,23.1
AirPressure,102428.3
Humidity,68.4
AirTemperature,23.3
AirPressure,102432.5
Humidity,68.3
AirTemperature,23.4
AirPressure,102432.3
Humidity,68.0
AirTemperature,23.6
AirPressure,102432.1
Humidity,67.3
AirTemperature,23.6
AirPressure,102438.0
Humidity,66.6
AirTemperature,23.5
AirPressure,102438.1
Humidity,66.9
AirTemperature,23.4
AirPressure,102438.1
Humidity,66.8
AirTemperature,23.3
AirPressure,102442.2
Humidity,66.7
AirTemperature,23.2
AirPressure,102441.6
Humidity,68.1
AirTemperature,23.3
AirPressure,102434.7
Humidity,67.7
AirTemperature,23.4
AirPressure,102441.6
Humidity,67.8
AirTemperature,23.4
AirPressure,102440.1
Humidity,68.4
AirTemperature,23.5
AirPressure,102440.6
Humidity,67.4
AirTemperature,23.5
AirPressure,102440.3
Humidity,67.1
AirTemperature,23.5
AirPressure,102435.9
Humidity,68.0
AirTemperature,23.6
AirPressure,102446.0
Humidity,67.1
AirTemperature,23.6
AirPressure,102439.7
Humidity,67.7
AirTemperature,23.6
AirPressure,102445.9
Humidity,67.1
AirTemperature,23.6
AirPressure,102442.3
Humidity,67.1
AirTemperature,23.6
AirPressure,102437.3
Humidity,67.2
AirTemperature,23.5
AirPressure,102437.7
Humidity,67.2
AirTemperature,23.5
AirPressure,102437.0
Humidity,66.8
AirTemperature,23.4
AirPressure,102434.7
Humidity,67.3
AirTemperature,23.4
AirPressure,102441.3
Humidity,67.0
AirTemperature,23.4
AirPressure,102431.4
Humidity,67.8
AirTemperature,23.4
AirPressure,102426.1
Humidity,67.4
AirTemperature,23.4
AirPressure,102427.9
Humidity,66.9
AirTemperature,23.3
AirPressure,102428.0
Humidity,67.5
AirTemperature,23.3
AirPressure,102426.4
Humidity,67.5
AirTemperature,23.2
AirPressure,102421.5
Humidity,67.7
AirTemperature,23.2
AirPressure,102433.0
Humidity,67.8
AirTemperature,23.2
AirPressure,102434.0
Humidity,67.9
AirTemperature,23.1
AirPressure,102436.2
Humidity,67.9
AirTemperature,23.1
AirPressure,102425.8
Humidity,67.7
AirTemperature,23.0
